学生ID,数学,英语,物理
3218,66,60,94
3219,75,64,76
3220,89,76,80
3221,99,64,80
3222,58,75,95
3223,78,56,98
3224,68,88,85
3225,94,50,57
3226,51,53,83
3227,99,63,93
3228,79,58,95
3229,83,54,80
3230,63,72,62
3231,71,84,85
3232,62,64,76
3233,84,87,91
3234,57,74,68
3235,85,67,85
3236,71,88,79
3237,87,68,67
3238,64,78,50
3239,71,75,96
3240,53,74,76
3241,88,91,67
3242,88,51,100
3243,68,80,52
3244,55,79,53
3245,98,80,86
3246,71,90,50
3247,50,67,52
3248,63,83,92
3249,86,71,53
3250,71,86,83
3251,99,98,61
3252,50,92,83
3253,67,54,60
3254,81,54,83
3255,82,79,68
3256,100,88,98
3257,100,59,61
3258,52,68,99
3259,53,54,95
3260,73,76,87
3261,53,86,93
3262,98,71,60
3263,75,69,77
3264,85,97,98
3265,74,73,62
3266,68,61,62
3267,90,75,76
3268,54,78,99
3269,80,65,51
3270,56,57,100
3271,52,64,75
3272,92,61,55
3273,83,52,57
3274,69,89,95
3275,59,69,62
3276,63,62,55
3277,100,81,57
3278,98,62,68
3279,79,86,66
3280,74,59,82
3281,89,72,52
3282,91,83,80
3283,75,52,92
3284,97,92,84
3285,63,63,54
3286,70,84,98
3287,72,82,96
3288,92,59,96
3289,85,57,53
3290,86,70,80
3291,51,58,60
3292,67,69,55
3293,77,76,68
3294,68,95,74
3295,66,77,72
3296,58,99,89
3297,71,62,73
3298,55,62,74
3299,97,57,73
3300,89,50,59
3301,86,62,71
3302,85,74,74
3303,95,52,74
3304,92,85,67
3305,90,52,54
3306,60,97,95
3307,99,53,84
3308,57,55,90
3309,50,78,78
3310,52,56,62
3311,98,75,93
3312,93,76,62
3313,94,89,54
3314,77,92,57
3315,73,66,85
3316,89,85,89
3317,87,61,79
3318,52,70,65
3319,91,96,89
3320,60,57,78
3321,84,61,63
3322,54,80,89
3323,57,83,60
3324,78,93,74
3325,98,92,63
3326,50,78,72
3327,70,55,74
3328,98,86,78
3329,91,59,86
3330,74,86,60
3331,80,88,78
3332,68,78,57
3333,94,55,83
3334,92,84,91
3335,96,93,54
3336,81,55,74
3337,83,80,73
3338,64,89,70
3339,89,81,62
3340,51,83,54
3341,90,86,83
3342,99,75,78
3343,89,50,51
3344,64,96,77
3345,96,81,66
3346,55,70,62
3347,85,55,70
3348,56,67,62
3349,56,53,72
3350,58,63,86
3351,64,94,79
3352,52,98,64
3353,53,64,90
3354,66,56,89
3355,93,68,99
3356,58,57,80
3357,58,75,72
3358,87,80,91
3359,89,79,97
3360,74,95,91
3361,63,68,61
3362,91,75,76
3363,64,82,85
3364,61,74,96
3365,80,91,88
3366,91,95,84
3367,87,83,87
3368,89,85,100
3369,88,96,100
3370,93,55,59
3371,81,51,70
3372,58,70,81
3373,65,80,62
3374,75,78,76
3375,96,97,57
3376,85,82,81
3377,55,60,89
3378,93,94,52
3379,86,63,80
3380,73,63,91
3381,78,63,84
3382,56,60,66
3383,63,86,51
3384,65,65,88
3385,55,84,58
3386,86,99,92
3387,83,63,76
3388,63,55,99
3389,86,53,75
3390,80,87,60
3391,86,99,67
3392,87,76,91
3393,76,86,89
3394,98,94,92
3395,81,83,60
3396,68,58,50
3397,84,86,82
3398,89,67,93
3399,64,53,59
3400,51,87,64
3401,89,65,94
3402,57,86,86
3403,51,92,83
3404,70,70,83
3405,71,76,60
3406,96,55,76
3407,90,54,94
3408,97,58,80
3409,77,94,79
3410,56,76,51
3411,81,68,95
3412,63,87,63
3413,68,93,66
3414,66,99,54
3415,87,96,82
3416,93,63,51
3417,92,83,92
3418,56,81,96
3419,52,96,70
3420,56,76,96
3421,62,76,100
3422,51,59,78
3423,63,99,58
3424,68,80,55
3425,61,84,86
3426,70,52,69
3427,96,88,51
3428,51,97,61
3429,61,87,75
3430,96,59,70
3431,58,88,76
3432,86,50,65
3433,57,77,51
3434,86,63,64
3435,60,90,50
3436,58,98,62
3437,88,94,58
3438,72,58,78
3439,89,73,67
3440,66,63,55
3441,76,75,86
3442,75,90,83
3443,99,90,99
3444,92,85,64
3445,84,96,68
3446,51,90,76
3447,99,96,62
3448,58,68,99
3449,58,87,94
3450,99,97,68
3451,83,95,92
3452,70,95,57
3453,99,61,57
3454,77,70,65
3455,69,65,93
3456,75,94,52
3457,90,100,76
3458,98,71,89
3459,100,63,70
3460,71,98,72
3461,98,62,90
3462,87,92,71
3463,56,93,57
3464,61,58,52
3465,77,84,58
3466,57,74,71
3467,78,55,55
3468,91,59,89
3469,92,63,89
3470,58,82,63
3471,72,80,54
3472,50,60,74
3473,52,55,54
3474,61,64,93
3475,70,90,72
3476,78,75,70
3477,80,86,86
3478,72,57,99
3479,81,86,97
3480,80,65,93
3481,70,96,67
3482,72,74,81
3483,79,65,91
3484,75,54,93
3485,63,91,71
3486,82,79,69
3487,69,64,61
3488,76,68,68
3489,80,81,62
3490,66,88,69
3491,70,55,51
3492,78,72,78
3493,56,84,57
3494,78,82,91
3495,71,90,92
3496,68,76,85
3497,99,82,89
3498,100,62,72
3499,56,78,57
3500,80,57,73
3501,81,76,85
3502,70,74,97
3503,53,88,69
3504,74,83,82
3505,69,61,69
3506,59,90,99
3507,82,65,86
3508,82,50,79
3509,93,93,74
3510,69,53,70
3511,100,85,79
3512,95,87,65
3513,86,92,81
3514,64,95,97
3515,60,75,78
3516,75,95,99
3517,57,98,69
3518,83,87,90
3519,67,63,73
3520,53,53,65
3521,61,92,83
3522,76,55,65
3523,90,61,81
3524,98,61,60
3525,80,56,50
3526,92,63,50
3527,73,68,87
3528,57,68,82
3529,76,78,64
3530,58,96,57
3531,66,93,86
3532,73,63,96
3533,79,86,97
3534,66,67,93
3535,63,58,67
3536,91,64,50
3537,68,57,88
3538,84,73,89
3539,54,52,52
3540,89,61,57
3541,69,96,70
3542,62,65,86
3543,58,60,86
3544,80,62,79
3545,67,58,83
3546,67,62,64
3547,63,93,75
3548,53,65,52
3549,61,78,98
3550,80,66,87
3551,56,86,54
3552,90,73,98
3553,95,59,86
3554,77,66,86
3555,94,81,59
3556,92,61,84
3557,97,93,72
3558,68,99,93
3559,63,74,52
3560,50,91,88
3561,88,98,97
3562,69,93,93
3563,77,63,72
3564,53,59,88
3565,66,61,92
3566,76,98,60
3567,52,57,69
3568,78,89,82
3569,75,98,94
3570,58,74,55
3571,96,86,73
3572,65,89,51
3573,50,55,67
3574,79,65,57
3575,86,70,71
3576,84,86,71
3577,65,61,94
3578,61,64,85
3579,80,66,50
3580,100,50,95
3581,76,55,59
3582,52,73,72
3583,99,54,52
3584,51,59,77
3585,53,94,66
3586,68,53,97
3587,52,85,64
3588,94,64,67
3589,67,58,92
3590,72,100,85
3591,60,90,93
3592,84,89,92
3593,93,83,60
3594,83,56,54
3595,81,96,79
3596,99,65,79
3597,100,94,67
3598,51,96,71
3599,76,99,88
3600,70,93,95
3601,88,98,57
3602,88,75,51
3603,100,50,63
3604,81,51,89
3605,95,97,66
3606,50,76,51
3607,67,60,78
3608,87,63,75
3609,54,84,95
3610,53,100,95
3611,85,55,77
3612,93,88,89
3613,58,67,78
3614,66,85,95
3615,56,87,96
3616,57,71,84
3617,50,59,69
3618,61,84,57
3619,83,59,58
3620,51,97,55
3621,97,64,55
3622,75,99,69
3623,86,73,84
3624,52,61,57
3625,87,57,65
3626,100,75,84
3627,76,92,95
3628,81,99,87
3629,63,54,99
3630,99,81,85
3631,92,50,93
3632,71,51,85
3633,66,54,92
3634,74,58,71
3635,61,94,80
3636,84,62,86
3637,54,57,72
3638,53,93,74
3639,66,69,99
3640,76,82,58
3641,70,57,100
3642,57,99,61
3643,99,58,68
3644,66,84,95
3645,63,79,71
3646,81,59,85
3647,72,83,82
3648,67,60,86
3649,81,50,77
3650,79,100,83
3651,55,55,72
3652,100,68,61
3653,82,58,88
3654,90,83,52
3655,83,72,60
3656,99,73,91
3657,94,87,93
3658,70,85,93
3659,82,100,80
3660,60,86,76
3661,70,81,74
3662,58,53,82
3663,95,88,79
3664,83,68,85
3665,50,58,50
3666,92,86,95
3667,79,94,77
3668,75,52,75
3669,54,78,65
3670,91,74,51
3671,92,87,99
3672,56,66,74
3673,68,74,59
3674,72,84,92
3675,76,88,71
3676,94,55,75
3677,94,97,75
3678,71,55,57
3679,90,100,94
3680,64,53,90
3681,94,80,64
3682,82,78,88
3683,72,50,57
3684,90,85,51
3685,66,80,74
3686,84,63,76
3687,70,85,70
3688,80,71,55
3689,100,59,64
3690,78,58,68
3691,51,52,75
3692,83,85,95
3693,92,69,71
3694,96,66,90
3695,92,83,68
3696,86,99,50
3697,80,85,96
3698,51,88,96
3699,82,91,74
3700,69,77,74
3701,85,66,51
3702,59,79,71
3703,99,79,64
3704,83,68,64
3705,99,71,55
3706,75,91,75
3707,96,68,67
3708,61,60,67
3709,97,91,50
3710,83,67,94
3711,64,59,90
3712,73,96,70
3713,74,55,82
3714,70,57,76
3715,67,75,73
3716,91,90,80
3717,50,87,92
3718,75,84,100
3719,93,53,82
3720,95,88,56
3721,77,96,68
3722,78,67,55
3723,68,82,65
3724,85,90,96
3725,64,97,51
3726,95,71,99
3727,64,94,87
3728,71,55,72
3729,89,99,52
3730,80,71,72
3731,74,56,69
3732,58,79,96
3733,69,73,51
3734,79,93,68
3735,79,89,59
3736,94,68,73
3737,53,97,51
3738,95,74,89
3739,86,54,86
3740,65,100,93
3741,83,54,58
3742,100,70,77
3743,68,69,74
3744,68,100,85
3745,60,82,94
3746,93,78,94
3747,100,52,100
3748,75,63,66
3749,68,74,58
3750,63,97,73
3751,67,89,66
3752,55,61,84
3753,63,85,60
3754,96,99,56
3755,72,77,57
3756,93,68,87
3757,59,69,99
3758,77,95,82
3759,67,82,69
3760,60,87,84
3761,57,83,67
3762,91,57,88
3763,93,78,98
3764,71,57,87
3765,55,94,68
3766,66,54,59
3767,72,72,60
3768,93,79,89
3769,55,61,88
3770,81,55,60
3771,77,74,87
3772,55,64,70
3773,94,64,96
3774,57,77,92
3775,98,95,57
3776,91,94,56
3777,67,54,68
3778,83,89,72
3779,72,70,79
3780,90,88,58
3781,80,97,97
3782,50,89,91
3783,54,82,83
3784,59,90,100
3785,95,64,65
3786,62,51,88
3787,85,92,51
3788,55,95,88
3789,93,95,79
3790,67,62,50
3791,82,82,54
3792,52,79,52
3793,68,51,70
3794,69,65,68
3795,77,100,100
3796,58,73,51
3797,81,60,95
3798,57,68,52
3799,67,95,89
3800,55,77,90
3801,56,54,67
3802,82,91,50
3803,66,88,69
3804,80,78,79
3805,75,78,76
3806,86,60,77
3807,87,68,56
3808,73,66,78
3809,62,87,88
3810,61,80,89
3811,54,92,81
3812,94,69,54
3813,69,50,80
3814,56,74,82
3815,52,76,88
3816,72,60,61
3817,51,63,80
3818,65,52,68
3819,75,60,59
3820,53,65,62
3821,90,90,100
3822,66,70,82
3823,72,81,66
3824,52,53,85
3825,94,58,57
3826,57,93,69
3827,57,100,90
3828,97,87,56
3829,94,64,72
3830,53,82,94
3831,63,50,79
3832,79,60,50
3833,63,93,69
3834,93,55,78
3835,92,71,81
3836,55,50,60
3837,93,89,75
3838,89,63,66
3839,86,68,53
3840,58,90,73
3841,93,53,94
3842,50,60,67
3843,92,74,94
3844,82,66,57
3845,86,98,89
3846,62,61,63
3847,67,65,73
3848,96,63,61
3849,94,94,64
3850,90,67,85
3851,97,69,68
3852,63,81,96
3853,68,50,54
3854,57,97,74
3855,50,59,71
3856,60,60,90
3857,74,79,61
3858,97,57,94
3859,53,55,62
3860,73,57,64
3861,88,58,76
3862,95,94,53
3863,60,94,85
3864,87,54,87
3865,99,93,68
3866,89,90,88
3867,84,86,99
3868,62,60,74
3869,96,84,62
3870,89,73,85
3871,69,63,75
3872,70,91,94
3873,100,90,52
3874,79,90,88
3875,57,53,94
3876,87,95,77
3877,50,56,69
3878,83,92,55
3879,52,87,62
3880,61,87,97
3881,63,58,90
3882,74,90,51
3883,95,66,70
3884,99,95,88
3885,79,61,62
3886,93,54,50
3887,92,56,60
3888,98,83,87
3889,76,50,99
3890,76,81,82
3891,93,53,54
3892,60,75,90
3893,86,61,89
3894,70,60,61
3895,71,83,88
3896,67,99,83
3897,59,82,56
3898,86,67,81
3899,94,74,75
3900,67,55,95
3901,74,90,92
3902,56,71,91
3903,94,62,76
3904,80,77,55
3905,65,64,58
3906,92,56,86
3907,68,68,80
3908,64,53,83
3909,91,76,50
3910,83,77,73
3911,51,99,62
3912,82,75,53
3913,61,100,52
3914,86,54,73
3915,53,78,57
3916,60,77,97
3917,77,87,87
3918,78,94,57
3919,83,70,54
3920,90,79,89
3921,50,93,57
3922,50,61,61
3923,97,70,83
3924,68,54,68
3925,66,95,97
3926,92,67,58
3927,86,80,81
3928,84,81,95
3929,71,79,54
3930,61,54,78
3931,75,99,84
3932,79,55,94
3933,60,99,52
3934,76,56,92
3935,99,92,81
3936,98,84,53
3937,61,62,94
3938,71,80,52
3939,67,72,92
3940,59,94,54
3941,77,87,59
3942,53,94,55
3943,73,75,79
3944,73,83,85
3945,56,60,78
3946,57,62,95
3947,96,55,80
3948,61,72,77
3949,55,99,76
3950,89,61,95
3951,63,80,56
3952,51,52,86
3953,78,68,57
3954,67,55,80
3955,99,79,61
3956,89,80,81
3957,57,50,93
3958,87,51,55
3959,79,88,74
3960,84,62,70
3961,66,91,69
3962,64,51,73
3963,51,85,87
3964,65,64,100
3965,92,51,62
3966,83,76,83
3967,100,52,100
3968,83,74,95
3969,66,83,74
3970,70,91,81
3971,60,73,80
3972,85,93,55
3973,68,54,87
3974,51,57,91
3975,73,79,87
3976,72,83,62
3977,85,74,64
3978,67,96,71
3979,74,54,53
3980,81,71,61
3981,76,97,69
3982,61,88,75
3983,78,75,95
3984,95,52,79
3985,89,58,70
3986,85,97,83
3987,75,71,93
3988,53,57,98
3989,87,54,97
3990,76,91,61
3991,60,62,77
3992,76,59,63
3993,52,65,51
3994,94,78,51
3995,57,61,86
3996,89,84,50
3997,79,98,100
3998,80,73,92
3999,79,91,60
4000,95,73,89
4001,74,50,96
4002,70,76,91
4003,60,77,55
4004,52,85,67
4005,56,66,82
4006,66,53,74
4007,91,64,76
4008,84,50,81
4009,52,96,96
4010,89,60,76
4011,77,81,77
4012,55,66,64
4013,93,76,78
4014,98,93,92
4015,93,64,63
4016,55,97,56
4017,91,79,98
4018,63,80,62
4019,81,84,54
4020,61,70,99
4021,80,98,92
4022,54,98,59
4023,60,75,95
4024,55,84,95
4025,74,80,61
4026,58,94,67
4027,79,72,83
4028,52,64,88
4029,59,93,65
4030,58,58,52
4031,51,99,64
4032,97,55,98
4033,73,93,93
4034,70,68,77
4035,87,72,67
4036,83,65,54
4037,85,93,89
4038,98,53,97
4039,77,86,63
4040,89,57,71
4041,57,62,82
4042,95,65,68
4043,98,74,73
4044,60,86,54
4045,59,53,72
4046,63,70,52
4047,53,88,80
4048,96,68,61
4049,97,63,62
4050,65,80,87
4051,71,86,67
4052,76,52,69
4053,70,83,91
4054,53,71,98
4055,94,76,66
4056,54,83,80
4057,77,82,99
4058,98,74,86
4059,82,72,57
4060,76,93,69
4061,75,60,100
4062,71,63,75
4063,79,65,55
4064,58,56,84
4065,56,89,94
4066,76,77,89
4067,52,82,100
4068,100,67,62
4069,88,94,52
4070,64,84,67
4071,85,75,73
4072,99,90,59
4073,76,68,84
4074,54,91,96
4075,56,50,81
4076,95,95,76
4077,99,96,68
4078,94,78,55
4079,54,55,97
4080,54,70,65
4081,71,62,73
4082,88,66,70
4083,93,85,70
4084,85,93,99
4085,99,51,54
4086,67,52,84
4087,61,88,51
4088,94,84,81
4089,59,87,63
4090,70,88,94
4091,74,56,68
4092,98,63,91
4093,87,99,52
4094,52,65,74
4095,75,98,98
4096,90,92,60
4097,72,92,60
4098,84,61,75
4099,91,50,61
4100,72,96,70
4101,64,93,76
4102,65,65,87
4103,83,60,84
4104,59,86,53
4105,54,82,53
4106,72,55,86
4107,76,95,95
4108,95,53,52
4109,51,99,95
4110,58,60,96
4111,94,74,65
4112,63,62,65
4113,94,83,98
4114,56,90,56
4115,50,94,85
4116,63,89,90
4117,73,95,69
4118,77,94,91
4119,71,70,80
4120,75,58,78
4121,63,91,96
4122,90,92,75
4123,56,58,81
4124,77,76,83
4125,60,94,51
4126,94,69,52
4127,84,92,66
4128,67,50,57
4129,83,62,52
4130,93,98,72
4131,78,73,95
4132,76,100,98
4133,100,70,91
4134,80,62,64
4135,91,51,72
4136,83,51,57
4137,64,59,55
4138,69,84,95
4139,81,60,51
4140,80,81,58
4141,85,56,59
4142,86,57,77
4143,86,89,52
4144,75,75,73
4145,74,83,57
4146,70,52,76
4147,98,71,89
4148,89,50,70
4149,91,75,81
4150,97,50,93
4151,66,66,53
4152,85,74,61
4153,90,80,81
4154,51,63,65
4155,90,95,55
4156,55,67,80
4157,79,76,74
4158,50,95,80
4159,97,83,69
4160,70,76,71
4161,67,95,84
4162,70,79,51
4163,100,66,100
4164,88,60,57
4165,57,88,67
4166,63,85,73
4167,71,82,83
4168,88,69,71
4169,84,65,63
4170,69,64,50
4171,83,84,89
4172,89,57,65
4173,87,84,83
4174,93,79,74
4175,87,74,55
4176,86,51,67
4177,94,93,52
4178,70,53,63
4179,66,85,78
4180,54,92,56
4181,78,100,76
4182,59,87,88
4183,51,60,65
4184,67,80,81
4185,52,73,80
4186,52,69,76
4187,55,73,53
4188,85,81,74
4189,55,94,86
4190,97,89,69
4191,98,90,87
4192,76,71,90
4193,85,98,98
4194,95,84,81
4195,60,58,62
4196,77,63,63
4197,86,82,95
4198,55,91,55
4199,55,87,76
4200,87,55,68
4201,99,76,56
4202,80,99,52
4203,86,72,70
4204,60,78,94
4205,97,71,99
4206,58,79,57
4207,58,86,92
4208,75,100,54
4209,56,97,62
4210,98,82,57
4211,94,67,78
4212,74,96,70
4213,74,78,75
4214,99,100,55
4215,83,62,82
4216,66,77,88
4217,97,53,52
4218,71,88,61
4219,65,83,88
4220,83,78,89
4221,79,52,51
4222,63,94,90
4223,50,73,97
4224,63,50,77
4225,53,90,95
4226,70,97,52
4227,70,69,72
4228,72,66,94
4229,89,84,57
4230,78,53,55
4231,51,78,53
4232,76,70,85
4233,83,65,50
4234,62,73,54
4235,53,61,64
4236,63,59,65
4237,66,96,91
4238,81,69,77
4239,59,81,53
4240,50,99,68
4241,50,98,93
4242,82,72,98
4243,81,78,96
4244,90,76,72
4245,64,53,99
4246,76,99,76
4247,61,50,86
4248,91,73,62
4249,59,88,86
4250,83,92,82
4251,76,52,64
4252,87,91,96
4253,55,61,58
4254,83,84,98
4255,100,77,55
4256,68,93,57
4257,56,50,52
4258,57,94,86
4259,56,95,50
4260,79,82,91
4261,85,76,52
4262,62,78,58
4263,67,57,64
4264,76,85,86
4265,83,83,74
4266,91,72,91
4267,67,59,73
4268,81,60,89
4269,99,51,95
4270,100,61,85
4271,90,71,100
4272,74,99,97
4273,97,99,51
4274,89,70,85
4275,100,83,64
4276,84,66,93
4277,59,59,95
4278,59,98,73
4279,76,82,77
4280,65,83,66
4281,63,75,51
4282,97,73,63
4283,64,65,97
4284,80,97,57
4285,77,79,79
4286,53,94,58
4287,89,70,85
4288,88,52,73
4289,68,70,85
4290,92,72,51
4291,94,88,54
4292,67,89,69
4293,84,60,69
4294,79,64,89
4295,73,78,59
4296,57,57,81
4297,57,85,83
4298,63,96,66
4299,88,70,99
4300,69,64,88
4301,50,52,78
4302,79,85,93
4303,86,98,88
4304,93,68,53
4305,68,99,76
4306,64,85,63
4307,50,67,83
4308,68,98,63
4309,73,54,62
4310,51,87,63
4311,74,61,80
4312,91,92,52
4313,87,61,54
4314,74,92,68
4315,71,71,90
4316,68,93,53
4317,93,87,63
4318,90,100,62
4319,82,67,88
4320,78,91,56
4321,50,51,78
4322,97,55,88
4323,78,70,54
4324,53,51,93
4325,69,92,69
4326,64,60,86
4327,63,74,100
4328,84,60,94
4329,66,97,77
4330,75,81,88
4331,81,81,71
4332,64,67,58
4333,61,96,80
4334,54,68,68
4335,83,71,53
4336,73,99,76
4337,72,59,65
4338,92,53,76
4339,54,90,56
4340,84,98,63
4341,75,59,84
4342,91,86,63
4343,60,76,87
4344,93,77,61
4345,54,70,58
4346,64,60,51
4347,95,81,80
4348,99,73,61
4349,71,68,67
4350,51,57,91
4351,84,60,88
4352,91,98,61
4353,83,57,93
4354,86,60,89
4355,91,84,77
4356,76,97,68
4357,78,81,53
4358,68,89,77
4359,88,77,92
4360,85,100,100
4361,96,93,85
4362,54,82,95
4363,57,79,64
4364,73,66,66
4365,87,62,82
4366,93,100,82
4367,59,83,51
4368,62,53,89
4369,53,83,68
4370,81,89,83
4371,85,69,94
4372,58,68,81
4373,84,57,80
4374,92,92,98
4375,91,100,55
4376,70,64,53
4377,64,93,83
4378,67,60,72
4379,77,76,63
4380,68,63,60
4381,65,78,90
4382,87,66,55
4383,92,75,53
4384,67,59,89
4385,95,92,75
4386,98,66,72
4387,88,93,69
4388,82,79,84
4389,87,71,88
4390,66,76,62
4391,75,64,62
4392,51,85,63
4393,96,90,68
4394,85,99,65
4395,52,50,50
4396,88,94,75
4397,83,87,68
4398,63,89,73
4399,77,58,89
4400,73,99,77
4401,87,88,53
4402,63,61,79
4403,71,85,96
4404,73,60,84
4405,91,76,64
4406,98,59,89
4407,81,83,92
4408,84,68,90
4409,81,82,95
4410,58,70,64
4411,76,51,59
4412,100,79,80
4413,96,59,81
4414,51,54,80
4415,96,64,53
4416,96,66,54
4417,78,64,91
4418,96,100,82
4419,80,92,60
4420,79,53,84
4421,96,92,61
4422,59,91,78
4423,76,84,77
4424,55,72,53
4425,100,66,97
4426,56,74,73
4427,94,59,58
4428,69,87,94
4429,88,83,89
4430,82,92,93
4431,86,64,86
4432,96,80,66
4433,54,76,55
4434,63,62,93
4435,72,65,79
4436,76,99,55
4437,94,78,94
4438,76,96,70
4439,100,81,68
4440,83,55,63
4441,95,96,78
4442,55,75,71
4443,61,57,61
4444,72,96,96
4445,60,63,65
4446,95,95,61
4447,96,95,96
4448,97,58,88
4449,99,75,84
4450,67,90,53
4451,94,76,95
4452,95,55,73
4453,100,58,53
4454,75,95,83
4455,78,55,91
4456,61,61,100
4457,100,68,82
4458,87,72,51
4459,56,67,78
4460,59,86,97
4461,59,61,72
4462,82,96,57
4463,51,94,62
4464,57,79,68
4465,82,80,89
4466,61,100,51
4467,85,85,99
4468,83,83,70
4469,98,56,50
4470,75,63,61
4471,97,99,71
4472,86,99,97
4473,97,75,64
4474,85,88,83
4475,82,56,85
4476,60,78,92
4477,72,100,79
4478,72,95,71
4479,96,93,100
4480,53,99,85
4481,70,67,54
4482,82,76,75
4483,73,69,60
4484,50,66,52
4485,95,70,65
4486,93,89,80
4487,74,89,100
4488,88,62,65
4489,58,98,60
4490,52,61,65
4491,56,93,65
4492,73,90,90
4493,75,94,97
4494,50,97,62
4495,92,97,89
4496,65,91,92
4497,52,60,87
4498,59,90,83
4499,76,50,51
4500,90,75,77
4501,80,89,81
4502,68,93,82
4503,62,53,51
4504,84,73,61
4505,95,68,96
4506,89,81,97
4507,83,98,64
4508,72,54,65
4509,51,56,66
4510,91,99,87
4511,98,80,75
4512,50,86,80
4513,72,53,100
4514,55,91,68
4515,74,65,77
4516,84,77,92
4517,70,92,81
4518,56,74,62
4519,74,87,53
4520,78,57,74
4521,98,50,50
4522,62,98,97
4523,80,97,82
4524,54,55,85
4525,100,55,95
4526,89,53,62
4527,86,79,81
4528,96,82,97
4529,96,95,87
4530,60,69,61
4531,63,51,83
4532,66,79,78
4533,87,71,86
4534,98,84,51
4535,65,52,61
4536,97,100,95
4537,86,60,78
4538,55,79,86
4539,99,55,69
4540,81,75,95
4541,80,72,91
4542,87,83,59
4543,82,53,58
4544,92,50,73
4545,58,54,52
4546,79,78,61
4547,78,66,67
4548,61,94,68
4549,85,77,92
4550,88,55,54
4551,77,92,53
4552,55,76,64
4553,58,76,56
4554,87,78,57
4555,87,88,77
4556,55,78,88
4557,53,79,59
4558,79,85,52
4559,54,90,89
4560,85,66,94
4561,55,100,68
4562,59,56,87
4563,82,60,85
4564,56,59,64
4565,71,78,97
4566,56,89,72
4567,89,52,78
4568,66,52,94
4569,95,56,69
4570,94,78,83
4571,62,72,85
4572,100,64,68
4573,79,91,54
4574,79,77,69
4575,80,82,56
4576,65,64,54
4577,78,87,72
4578,90,92,82
4579,93,72,74
4580,76,95,90
4581,73,96,98
4582,52,76,65
4583,63,62,57
4584,98,100,65
4585,71,99,91
4586,75,63,96
4587,55,95,62
4588,73,55,62
4589,64,61,80
4590,81,56,96
4591,73,98,57
4592,75,71,78
4593,62,87,58
4594,79,88,74
4595,63,99,88
4596,72,80,52
4597,52,57,91
4598,78,80,70
4599,53,82,78
4600,59,77,87
4601,54,97,63
4602,69,81,90
4603,63,91,59
4604,56,54,64
4605,53,53,98
4606,62,99,100
4607,93,76,56
4608,71,65,76
4609,98,72,70
4610,81,64,53
4611,60,86,54
4612,100,87,95
4613,90,61,69
4614,76,86,92
4615,57,66,69
4616,98,89,77
4617,56,89,68
4618,57,75,96
4619,74,78,70
4620,86,59,81
4621,89,98,50
4622,89,58,59
4623,88,52,79
4624,72,74,94
4625,77,97,100
4626,84,64,73
4627,97,92,72
4628,77,100,52
4629,68,62,72
4630,96,92,78
4631,63,96,92
4632,61,97,91
4633,70,82,80
4634,82,64,89
4635,52,76,54
4636,59,61,82
4637,55,98,54
4638,90,93,72
4639,78,64,82
4640,72,71,59
4641,54,58,68
4642,86,55,84
4643,98,93,78
4644,65,55,54
4645,91,100,55
4646,83,88,79
4647,92,69,56
4648,69,95,62
4649,92,86,92
4650,91,86,57
4651,56,63,55
4652,65,69,87
4653,85,79,80
4654,100,79,75
4655,71,83,100
4656,55,87,93
4657,83,83,53
4658,92,99,89
4659,54,98,93
4660,92,63,70
4661,55,88,85
4662,69,51,55
4663,72,55,79
4664,61,73,95
4665,70,87,93
4666,56,69,60
4667,55,93,97
4668,84,60,77
4669,76,78,70
4670,55,51,99
4671,54,91,62
4672,55,99,67
4673,79,92,62
4674,76,92,64
4675,69,96,74
4676,77,53,100
4677,61,76,92
4678,74,60,71
4679,75,95,79
4680,60,63,91
4681,95,72,88
4682,99,98,81
4683,74,68,94
4684,59,59,83
4685,85,53,64
4686,53,100,59
4687,85,61,54
4688,50,88,70
4689,76,74,51
4690,70,72,61
4691,76,80,67
4692,50,73,95
4693,55,67,73
4694,52,93,97
4695,100,58,54
4696,61,79,56
4697,96,88,67
4698,65,54,88
4699,58,86,90
4700,60,83,79
4701,58,67,60
4702,79,83,92
4703,96,74,70
4704,93,75,82
4705,89,100,82
4706,98,87,71
4707,92,78,55
4708,100,98,55
4709,59,62,51
4710,96,77,82
4711,61,67,68
4712,66,60,58
4713,97,95,64
4714,78,80,72
4715,66,72,70
4716,82,91,58
4717,66,82,64
4718,72,58,64
4719,98,83,65
4720,69,77,96
4721,63,89,87
4722,54,84,58
4723,66,75,63
4724,75,95,58
4725,59,91,81
4726,82,76,82
4727,79,96,55
4728,70,52,68
4729,95,92,90
4730,54,57,66
4731,63,52,62
4732,53,60,76
4733,93,86,63
4734,58,87,95
4735,95,64,73
4736,54,88,65
4737,98,97,68
4738,100,67,80
4739,79,85,90
4740,68,84,58
4741,89,94,98
4742,88,95,95
4743,92,92,97
4744,60,88,60
4745,89,63,81
4746,64,95,82
4747,95,54,62
4748,71,95,73
4749,72,90,86
4750,62,93,79
4751,69,87,52
4752,77,98,78
4753,50,56,66
4754,67,50,80
4755,75,51,88
4756,61,69,90
4757,100,99,58
4758,50,92,97
4759,64,95,77
4760,94,76,89
4761,98,58,97
4762,62,93,64
4763,66,69,82
4764,62,81,92
4765,80,74,54
4766,72,89,88
4767,68,91,77
4768,58,63,89
4769,67,81,95
4770,81,91,67
4771,56,72,71
